capacity_DC,SiteCity,SiteState,SiteZip_5_digit,FacilityType,dateinservice
3.6,Townsend,Massachusetts,01469,Residential (3 or fewer dwelling units per building),NULL
5.6,Townsend,Massachusetts,01469,Residential (3 or fewer dwelling units per building),8/2/2010
3.24,Barnstable,Massachusetts,02648,Residential (3 or fewer dwelling units per building),7/3/2008
3.42,Greenfield,Massachusetts,01301,Residential (3 or fewer dwelling units per building),NULL
2.85,Greenfield,Massachusetts,01301,Residential (3 or fewer dwelling units per building),10/1/2009
3.42,Greenfield,Massachusetts,01301,Residential (3 or fewer dwelling units per building),NULL
3.42,Greenfield,Massachusetts,01301,Residential (3 or fewer dwelling units per building),NULL
3.42,Greenfield,Massachusetts,01301,Residential (3 or fewer dwelling units per building),NULL
3.42,Greenfield,Massachusetts,01301,Residential (3 or fewer dwelling units per building),6/7/2010
1.44,Barnstable,Massachusetts,02635,See Power Clerk,2/22/2008
4.56,Methuen,Massachusetts,01844,Residential (3 or fewer dwelling units per building),9/9/2008
3.24,Westport,Massachusetts,02790,Residential (3 or fewer dwelling units per building),7/3/2008
1.86,Oak Bluffs,Massachusetts,02557,Residential (3 or fewer dwelling units per building),1/22/2009
2.16,Yarmouth,Massachusetts,02664,Municipal / Government / Public,6/30/2008
9.88,Boston,Massachusetts,02120,Industrial,7/25/2008
2.244,Cambridge,Massachusetts,02141,Residential (3 or fewer dwelling units per building),6/20/2008
2.7,Williamsburg,Massachusetts,01039,Residential (3 or fewer dwelling units per building),6/2/2008
10.45,Somerville,Massachusetts,02143,School (K-12),5/1/2008
2.88,Lexington,Massachusetts,02421,Residential (3 or fewer dwelling units per building),7/16/2008
2.88,Springfield,Massachusetts,01108,Residential (3 or fewer dwelling units per building),1/27/2009
4.92,Eastham,Massachusetts,02651,Residential (3 or fewer dwelling units per building),7/1/2008
9.9,Boston,Massachusetts,02126,Other,8/28/2008
65.395,Northfield,Massachusetts,01360,Agricultural,1/6/2009
3.8,Lancaster,Massachusetts,01523,Residential (3 or fewer dwelling units per building),7/23/2008
4.68,Provincetown,Massachusetts,02657,Residential (3 or fewer dwelling units per building),1/21/2009
4.8,Medfield,Massachusetts,02052,Residential (3 or fewer dwelling units per building),10/22/2008
5.125,Falmouth,Massachusetts,02543,Residential (3 or fewer dwelling units per building),10/8/2008
5.04,Hadley,Massachusetts,01035,Residential (3 or fewer dwelling units per building),7/8/2008
3.42,Haverhill,Massachusetts,01832,Residential (3 or fewer dwelling units per building),7/3/2008
1.2,Natick,Massachusetts,01760,Residential (3 or fewer dwelling units per building),6/18/2008
1.4,Framingham,Massachusetts,01701,Residential (3 or fewer dwelling units per building),8/6/2008
1.9,Greenfield,Massachusetts,01301,College / University,NULL
3.8,Amherst,Massachusetts,01002,Residential (3 or fewer dwelling units per building),1/30/2009
5.13,Williamsburg,Massachusetts,01096,Residential (3 or fewer dwelling units per building),6/24/2008
5.04,Falmouth,Massachusetts,02536,Residential (3 or fewer dwelling units per building),1/1/2009
5.04,Millis,Massachusetts,02054,Residential (3 or fewer dwelling units per building),8/8/2008
4.34,Gloucester,Massachusetts,01930,Residential (3 or fewer dwelling units per building),10/1/2008
2.52,New Bedford,Massachusetts,02544,Residential (3 or fewer dwelling units per building),3/20/2008
2.25,Edgartown,Massachusetts,02539,Residential (3 or fewer dwelling units per building),10/7/2008
21.375,Cohasset,Massachusetts,02025,Residential (3 or fewer dwelling units per building),1/22/2009
3.24,Tisbury,Massachusetts,02568,Residential (3 or fewer dwelling units per building),7/1/2008
11.7,Truro,Massachusetts,02666,Residential (3 or fewer dwelling units per building),10/2/2008
4.86,Gardner,Massachusetts,01440,Residential (3 or fewer dwelling units per building),7/18/2008
1.8,Northborough,Massachusetts,01532,Residential (3 or fewer dwelling units per building),8/15/2008
2.52,Lexington,Massachusetts,02421,Residential (3 or fewer dwelling units per building),3/29/2008
4.68,Westford,Massachusetts,01886,Residential (3 or fewer dwelling units per building),10/7/2008
5.7,Rockport,Massachusetts,01966,Residential (3 or fewer dwelling units per building),6/19/2008
24.36,Fall River,Massachusetts,02720,Commercial / Office,9/1/2008
4.32,Lexington,Massachusetts,02421,School (K-12),5/30/2008
5.7,Chelmsford,Massachusetts,01824,Residential (3 or fewer dwelling units per building),4/3/2008
3.8,Royalston,Massachusetts,01368,Residential (3 or fewer dwelling units per building),6/27/2008
5.32,New Salem,Massachusetts,01355,Residential (3 or fewer dwelling units per building),9/9/2008
0.99,Chilmark,Massachusetts,02535,Residential (3 or fewer dwelling units per building),6/12/2008
4.8,Amherst,Massachusetts,01002,Residential (3 or fewer dwelling units per building),7/24/2008
5.04,Easthampton,Massachusetts,01027,Residential (3 or fewer dwelling units per building),10/27/2008
9.5,Kingston,Massachusetts,02364,Restaurant / Food Service,8/14/2008
3.6,Whately,Massachusetts,01373,Residential (3 or fewer dwelling units per building),4/28/2008
2.52,Cambridge,Massachusetts,02139,Residential (3 or fewer dwelling units per building),5/30/2008
11.4,Kingston,Massachusetts,02364,School (K-12),12/20/2008
1.14,Quincy,Massachusetts,02169,Residential (3 or fewer dwelling units per building),7/13/2008
2.1,Monson,Massachusetts,01057,Residential (3 or fewer dwelling units per building),7/17/2008
4.68,Bridgewater,Massachusetts,02324,Residential (3 or fewer dwelling units per building),8/7/2008
4.32,Spencer,Massachusetts,01562,Residential (3 or fewer dwelling units per building),8/13/2008
2.52,Acton,Massachusetts,01720,Residential (3 or fewer dwelling units per building),8/6/2008
3.7,Hadley,Massachusetts,01035,Residential (3 or fewer dwelling units per building),9/17/2008
50.14,Chelsea,Massachusetts,02150,Commercial / Office,12/22/2008
9.3,Heath,Massachusetts,01346,See Power Clerk,4/20/2009
4.5,Weston,Massachusetts,02493,Residential (3 or fewer dwelling units per building),9/24/2008
1.62,Northampton,Massachusetts,01062,Residential (3 or fewer dwelling units per building),7/23/2008
3.8,West Bridgewater,Massachusetts,02379,Residential (3 or fewer dwelling units per building),10/21/2008
3.6,Gloucester,Massachusetts,01930,Residential (3 or fewer dwelling units per building),8/13/2008
3.6,Natick,Massachusetts,01760,Residential (3 or fewer dwelling units per building),8/9/2008
3.36,Sheffield,Massachusetts,01257,Residential (3 or fewer dwelling units per building),8/28/2008
5.04,Milford,Massachusetts,01757,Residential (3 or fewer dwelling units per building),8/6/2008
5.58,Bernardston,Massachusetts,01337,Residential (3 or fewer dwelling units per building),9/8/2008
4.5,Northborough,Massachusetts,01532,See Power Clerk,9/4/2008
4.68,Westborough,Massachusetts,01581,Residential (3 or fewer dwelling units per building),8/22/2008
5.46,Gloucester,Massachusetts,01930,Residential (3 or fewer dwelling units per building),8/13/2008
5.25,Montague,Massachusetts,01351,Residential (3 or fewer dwelling units per building),8/15/2008
5.51,Bellingham,Massachusetts,02019,See Power Clerk,9/24/2008
1.44,West Brookfield,Massachusetts,01585,Residential (3 or fewer dwelling units per building),9/15/2008
3.96,Barnstable,Massachusetts,02648,Residential (3 or fewer dwelling units per building),7/19/2008
1.98,Barnstable,Massachusetts,02601,Residential (3 or fewer dwelling units per building),10/27/2008
5.6,Sheffield,Massachusetts,01258,Residential (3 or fewer dwelling units per building),7/17/2008
3.15,Hadley,Massachusetts,01035,Residential (3 or fewer dwelling units per building),8/1/2008
4.68,Essex,Massachusetts,01929,Residential (3 or fewer dwelling units per building),8/22/2008
2.24,Rowe,Massachusetts,01367,Residential (3 or fewer dwelling units per building),8/20/2008
5.25,Hadley,Massachusetts,01035,Residential (3 or fewer dwelling units per building),7/1/2008
1.584,Boston,Massachusetts,02125,Residential (3 or fewer dwelling units per building),4/16/2009
2.992,Easton,Massachusetts,02356,See Power Clerk,11/6/2008
5.04,Lunenburg,Massachusetts,01462,Residential (3 or fewer dwelling units per building),8/22/2008
2.88,Worcester,Massachusetts,01604,Residential (3 or fewer dwelling units per building),11/10/2008
22.95,Hopkinton,Massachusetts,01748,Agricultural,3/11/2009
5.13,Huntington,Massachusetts,01050,Residential (3 or fewer dwelling units per building),8/28/2008
2.8,Becket,Massachusetts,01223,Residential (3 or fewer dwelling units per building),8/13/2008
3.6,Dudley,Massachusetts,01571,Residential (3 or fewer dwelling units per building),10/3/2008
0.8,West Tisbury,Massachusetts,02575,Residential (3 or fewer dwelling units per building),8/15/2008
2.8,Pittsfield,Massachusetts,01201,Residential (3 or fewer dwelling units per building),10/8/2008
4.94,Medford,Massachusetts,02155,Residential (3 or fewer dwelling units per building),8/20/2008
3,Greenfield,Massachusetts,01301,Residential (3 or fewer dwelling units per building),9/30/2008
5.04,Monterey,Massachusetts,02145,Residential (3 or fewer dwelling units per building),10/8/2008
1.98,Wellfleet,Massachusetts,02667,See Power Clerk,1/5/2009
1.64,Aquinnah,Massachusetts,02535,Residential (3 or fewer dwelling units per building),6/5/2008
5.94,Orleans,Massachusetts,02643,Residential (3 or fewer dwelling units per building),5/15/2008
4.356,Halifax,Massachusetts,02338,Residential (3 or fewer dwelling units per building),11/1/2008
5.04,Provincetown,Massachusetts,02657,Residential (3 or fewer dwelling units per building),1/16/2009
12.6,Barnstable,Massachusetts,02648,See Power Clerk,11/26/2008
3.24,Beverly,Massachusetts,01915,Residential (3 or fewer dwelling units per building),8/19/2008
2.772,Weymouth,Massachusetts,02191,Residential (3 or fewer dwelling units per building),4/2/2009
99.904,Greenfield,Massachusetts,01301,Industrial,10/3/2008
5.13,Northampton,Massachusetts,01602,Residential (3 or fewer dwelling units per building),2/13/2009
3.6,Northfield,Massachusetts,01360,Residential (3 or fewer dwelling units per building),2/18/2009
2.24,Williamstown,Massachusetts,01267,Residential (3 or fewer dwelling units per building),11/10/2008
17.52,Provincetown,Massachusetts,02657,Multi-family residential (4 or more dwelling units per building),8/1/2008
4.8,Abington,Massachusetts,01370,Residential (3 or fewer dwelling units per building),7/28/2008
2.34,Montague,Massachusetts,01351,Residential (3 or fewer dwelling units per building),9/1/2008
5.04,Leominster,Massachusetts,01453,Residential (3 or fewer dwelling units per building),8/8/2008
4.94,Saugus,Massachusetts,01906,Residential (3 or fewer dwelling units per building),8/10/2008
2.85,Marlborough,Massachusetts,01752,Residential (3 or fewer dwelling units per building),9/10/2008
5.32,Methuen,Massachusetts,01844,Residential (3 or fewer dwelling units per building),3/17/2009
3.6,Marion,Massachusetts,02738,Residential (3 or fewer dwelling units per building),5/20/2008
5.4,Rehoboth,Massachusetts,02769,Residential (3 or fewer dwelling units per building),8/22/2008
3.04,Manchester,Massachusetts,01944,See Power Clerk,1/6/2009
3.8,Dighton,Massachusetts,02715,Residential (3 or fewer dwelling units per building),9/26/2008
4.8,West Tisbury,Massachusetts,02575,Residential (3 or fewer dwelling units per building),11/7/2008
2.24,Williamstown,Massachusetts,01267,See Power Clerk,9/22/2008
3.8,Weymouth,Massachusetts,02190,Commercial / Office,9/10/2008
18.81,Westborough,Massachusetts,01581,Other,9/15/2008
98.42,Woburn,Massachusetts,01801,Commercial / Office,2/17/2009
3,Becket,Massachusetts,01223,Residential (3 or fewer dwelling units per building),6/19/2009
6.84,Wrentham,Massachusetts,02093,Residential (3 or fewer dwelling units per building),1/23/2009
2.52,Hopkinton,Massachusetts,01748,Residential (3 or fewer dwelling units per building),9/15/2008
105.875,Arlington,Massachusetts,02474,Commercial / Office,12/18/2008
9.28,Arlington,Massachusetts,02476,Other,12/12/2008
3.8,Amherst,Massachusetts,01002,Residential (3 or fewer dwelling units per building),12/21/2008
3.6,Boston,Massachusetts,02130,See Power Clerk,4/6/2009
2.925,Cambridge,Massachusetts,02140,Residential (3 or fewer dwelling units per building),11/17/2008
4.56,Medfield,Massachusetts,02052,Residential (3 or fewer dwelling units per building),11/6/2008
27.93,Boston,Massachusetts,02116,Multi-family residential (4 or more dwelling units per building),9/12/2008
3.8,Amherst,Massachusetts,01002,Residential (3 or fewer dwelling units per building),1/30/2009
5,Athol,Massachusetts,01331,Residential (3 or fewer dwelling units per building),9/26/2008
3.36,North Adams,Massachusetts,01247,Residential (3 or fewer dwelling units per building),11/10/2008
19.635,Springfield,Massachusetts,01104,Other,1/15/2009
4.92,Hampden,Massachusetts,01036,Residential (3 or fewer dwelling units per building),8/14/2008
4.56,Methuen,Massachusetts,01844,See Power Clerk,7/24/2009
39,Amherst,Massachusetts,01002,Commercial / Office,8/11/2009
2.7,Williamsburg,Massachusetts,01039,Residential (3 or fewer dwelling units per building),12/1/2007
4.896,Leominster,Massachusetts,01453,Industrial,9/4/2008
2.88,Boston,Massachusetts,02131,Residential (3 or fewer dwelling units per building),7/1/2008
2.88,Boston,Massachusetts,02131,Residential (3 or fewer dwelling units per building),7/1/2008
1.9,Sheffield,Massachusetts,01257,Residential (3 or fewer dwelling units per building),9/12/2008
3.28,Provincetown,Massachusetts,02657,Residential (3 or fewer dwelling units per building),9/15/2008
81.9,Amherst,Massachusetts,01002,Commercial / Office,6/8/2009
5.04,Gloucester,Massachusetts,01930,Residential (3 or fewer dwelling units per building),3/5/2009
3.04,Westford,Massachusetts,01886,Residential (3 or fewer dwelling units per building),2/3/2009
2.24,Lee,Massachusetts,01238,Residential (3 or fewer dwelling units per building),10/31/2008
2.52,Falmouth,Massachusetts,02556,Residential (3 or fewer dwelling units per building),9/28/2008
5.29,Dartmouth,Massachusetts,02747,See Power Clerk,9/10/2008
2.772,Blandford,Massachusetts,01008,Residential (3 or fewer dwelling units per building),12/8/2008
2.8,Whately,Massachusetts,01093,Residential (3 or fewer dwelling units per building),11/4/2008
10.08,West Springfield,Massachusetts,01089,Residential (3 or fewer dwelling units per building),10/14/2008
3.96,Orleans,Massachusetts,02653,Residential (3 or fewer dwelling units per building),10/3/2008
6.27,Gill,Massachusetts,01354,School (K-12),1/1/2008
10.08,Winchendon,Massachusetts,01475,Retail,8/1/2008
10.08,Nantucket,Massachusetts,02554,School (K-12),10/3/2008
2.52,Cambridge,Massachusetts,02138,Residential (3 or fewer dwelling units per building),11/26/2008
4.32,Methuen,Massachusetts,01844,Residential (3 or fewer dwelling units per building),2/5/2009
4.94,Wareham,Massachusetts,02571,Residential (3 or fewer dwelling units per building),8/5/2008
3.168,Saugus,Massachusetts,01906,Residential (3 or fewer dwelling units per building),1/13/2009
3.8,Acton,Massachusetts,01720,Residential (3 or fewer dwelling units per building),8/28/2008
3.168,Plymouth,Massachusetts,02360,Residential (3 or fewer dwelling units per building),11/1/2008
